,SMALL LoOP,ME1 OP2,SMALL HiOP,BIG LoOP,ME2 OP2,BIG HiOP
19690925,-0.59,-0.41,-0.68,-0.73,-0.41,-1.07
19690926,-0.45,-0.52,-0.48,-0.62,-0.7,-0.69
19690929,-0.68,-0.59,-0.69,-0.83,-0.78,-0.59
19690930,-0.48,-0.01,-0.19,-0.56,-0.25,-0.27
19691001,-0.39,-0.36,-0.54,-0.61,-0.65,-0.58
19691002,1.05,0.62,1.01,0.88,0.91,0.85
19691003,-0.41,-0.24,-0.11,0.07,-0.05,-0.04
19691006,0.28,0.06,0.13,0.41,-0.15,0.43
19691007,-0.38,-0.25,-0.05,-0.47,-0.2,-0.19
19691008,-0.85,-0.44,-0.54,-0.74,-0.32,-0.54
19691009,0.34,-0.05,0.1,0.26,0.07,0.77
19691010,0.88,0.7,1.13,0.97,0.51,0.52
19691013,2.27,1.99,1.95,1.43,1,1.17
19691014,1.38,1.39,1.81,1.21,1.43,1.23
19691015,0.65,0.46,0.66,0.09,0.14,-0.1
19691016,0.86,1.22,0.56,0.52,0.81,0.68
19691017,0.45,0.4,0.27,-0.29,-0.22,0.05
19691020,1.16,0.46,0.76,-0.02,0.38,0.26
19691021,1.2,1.61,0.84,0.84,0.41,1.06
19691022,0.7,0.97,0.56,0.25,0.93,0.51
19691023,-0.23,-0.4,-0.08,-0.06,-0.3,-0.43
19691024,0.94,0.53,0.62,0.4,0.57,0.97
19691027,0.25,0.33,0.16,0,-0.17,-0.15
19691028,-0.39,-0.45,-0.28,-0.25,-0.12,-0.37
19691029,-1.07,-0.72,-0.72,-0.69,-0.68,-1.11
19691030,0.7,0.21,0.28,0.38,-0.06,0.39
19691031,0.17,0.43,0.49,0.35,0.39,0.32
19691103,-0.35,-0.09,-0.47,-0.16,0.12,-0.08
19691104,0.37,0.36,0.31,0.22,0.01,0.07
19691105,0.62,0.36,0.46,0.25,0.49,0.6
19691106,-0.03,0.01,0.03,-0.13,0.25,0.23
19691107,0.55,0.49,0.74,0.54,0.86,0.59
19691110,-0.34,-0.05,-0.04,0.22,0.11,0.09
19691111,-0.31,-0.3,-0.51,-0.39,-0.39,-0.29
19691112,0.01,0.03,-0.26,-0.18,-0.29,0.05
19691113,-0.96,-1.06,-0.68,-0.91,-0.38,-0.44
19691114,-0.41,-0.61,-0.52,-0.4,-0.38,-0.41
19691117,-1.19,-0.95,-0.88,-0.8,-0.85,-0.59
19691118,-0.47,-0.48,-0.46,0.01,-0.12,0.08
19691119,-0.73,-0.61,-0.84,-0.51,-0.35,-0.66
19691120,-1.61,-1.53,-1.66,-1.12,-1.03,-0.96
19691121,-0.89,-0.89,-0.71,-0.91,-0.43,-0.71
19691124,-1.56,-1.33,-1.31,-1.23,-1.08,-0.88
19691125,-0.22,-0.1,-0.03,-0.21,-0.24,-0.28
19691126,0.7,0.34,0.65,0.38,0.09,0.61
19691128,1.3,0.63,0.98,0.56,0.57,0.65
19691201,-1.59,-1.23,-0.81,-0.88,-0.85,-0.38
19691202,-0.88,-0.71,-0.62,-1.09,-0.58,-0.5
19691203,-1.82,-1.71,-1.66,-1.55,-1.12,-0.92
19691204,0.64,0.28,0.54,0.54,0.21,0.54
19691205,-1.09,-0.49,-0.69,-0.19,-0.2,-0.34
19691208,-1.86,-1.72,-1.38,-1.61,-1.17,-1.05
19691209,-0.53,-0.79,-0.33,-0.37,-0.15,0.05
19691210,-0.21,-0.3,0.01,-0.33,-0.07,0.07
19691211,0.07,0.04,0.19,0.13,0.1,0.07
19691212,0.33,0.34,0.58,0.3,0.29,0.37
19691215,-0.21,-0.01,-0.27,-0.17,-0.3,-0.26
19691216,-1.78,-1.28,-1.36,-0.74,-0.69,-1.09
19691217,-0.98,-0.87,-0.67,-0.2,-0.56,-0.43
19691218,1.73,1.33,1.36,1.52,1,2.22
19691219,0.82,1.19,0.98,0.92,0.95,0.7
19691222,-1.65,-1.17,-1.02,-1.26,-0.6,-1.06
19691223,-0.96,-0.88,-0.81,-0.35,-0.2,-0.65
19691224,1.93,1.41,1.62,1.83,1.17,0.86
19691226,1.01,0.93,0.97,1.37,0.62,0.78
19691229,-1.26,-0.93,-0.92,-0.69,-0.61,-0.67
19691230,0.2,0.16,0.22,0.77,0.21,0.51
19691231,0.9,0.86,0.9,0.43,0.43,0.67
19700102,3.14,2.49,1.95,1.78,1.01,0.71
19700105,1.78,1.41,0.92,0.66,0.59,0.42
19700106,-0.5,-0.63,-0.93,-1.09,-0.56,-0.71
19700107,0.27,0.08,0.26,-0.61,-0.14,-0.06
19700108,0.23,0.2,0.2,0.12,-0.02,0.09
19700109,-0.17,-0.03,-0.21,-0.5,-0.21,-0.29
19700112,-1.04,-0.62,-0.95,-0.85,-0.59,-0.82
19700113,0.22,-0.47,-0.18,-0.39,-0.11,0.46
19700114,-0.49,-0.46,-0.38,-0.6,-0.25,0.03
19700115,0.06,-0.42,0.02,-0.31,-0.5,0.57
19700116,-0.72,-1.05,-0.61,-0.7,-0.28,-1.24
19700119,-0.87,-0.7,-0.84,-0.57,-0.76,-2.18
19700120,0.87,0.18,0.21,-0.04,-0.06,0.41
19700121,0.44,0.07,0.06,-0.06,0.11,0.16
19700122,-0.02,0.22,0.32,0.4,-0.12,0.1
19700123,-1.34,-0.93,-1.06,-1.41,-0.92,-0.93
19700126,-1.27,-1.28,-1.53,-0.91,-0.93,-1.2
19700127,-0.19,-0.55,-0.62,-0.55,-0.92,-0.44
19700128,-0.75,-0.57,-0.78,-1.3,-1.2,-0.71
19700129,-1.06,-1.44,-1.59,-1.4,-1.09,-1.36
19700130,-1.07,-0.79,-1.04,-0.61,-0.5,-1.26
19700202,0.34,0.46,0.02,0.44,1,1.07
19700203,1.3,1.03,1.06,1.49,1.27,1.24
19700204,-1.39,-0.66,-0.84,-0.35,-0.56,-0.84
19700205,-0.65,-0.49,-0.86,-0.64,-0.49,-0.07
19700206,0.92,0.67,0.76,0.44,0.61,0.7
19700209,0.66,0.71,0.62,0.74,0.86,0.91
19700210,-0.7,-0.57,-0.65,-1,-1.09,-0.82
19700211,0.89,0.55,0.67,0.38,0.65,1.42
19700212,-0.22,0.15,0.32,-0.09,-0.14,-0.31
19700213,-0.06,-0.28,-0.09,-0.34,0.12,-0.32
19700216,0.09,0.06,0.13,0.44,-0.28,0.02
19700217,-0.25,-0.29,-0.24,-0.24,-0.17,-0.11
19700218,0.89,0.7,1.04,1.66,1.36,0.99
19700219,0.03,0.15,0.08,1.3,0.36,-0.02
19700220,-0.16,-0.07,-0.09,1.3,0.94,-0.39
19700224,-0.09,-0.07,-0.25,0.67,0.22,-0.42
19700225,1.41,1.58,1.21,2.16,1.66,1.3
19700226,-0.29,-0.3,-0.65,-0.49,-0.48,-0.55
19700227,0.63,0.97,0.84,0.59,1.1,0.39
19700302,-0.16,0.08,0.17,0.15,0.46,-0.05
19700303,0.23,0.34,0.25,0.62,0.83,0.46
19700304,-0.2,0.09,-0.33,-0.76,0.07,-0.3
19700305,0.23,0.15,0.1,0.03,-0.04,0.02
19700306,-0.57,-0.29,-0.58,-0.61,-0.83,-0.53
19700309,-1.18,-0.79,-1.26,-1.01,-0.77,-1.32
19700310,0.14,-0.19,-0.15,0.16,-0.06,0.49
19700311,-0.46,-0.15,0.01,0.31,-0.03,-0.31
19700312,-0.65,-0.77,-0.61,-0.3,-0.35,-0.56
19700313,-0.95,-0.61,-0.9,-0.66,-0.25,-0.87
19700316,-1.32,-1.18,-1.61,-0.99,-1.06,-1.18
19700317,0.31,0.33,-0.01,0.46,0.21,0.65
19700318,0.21,0.04,0.18,0.37,0.35,0.21
19700319,-0.62,-0.38,-0.68,-0.27,-0.1,-0.27
19700320,-0.91,-0.7,-1.21,-0.43,-0.17,-0.65
19700323,-0.24,-0.23,-0.37,-0.56,-0.17,0.2
19700324,0.75,0.39,0.77,1.03,0.94,1.32
19700325,2.46,2.49,2.14,2.2,2.22,1.98
19700326,0.39,0.31,0.34,0.02,0.03,0.16
19700330,-0.1,-0.38,-0.02,-0.27,-0.23,-0.28
19700331,-0.17,-0.01,-0.13,-0.02,0,-0.04
19700401,0.51,0.33,0.36,0.98,0.28,0.48
19700402,-0.25,-0.33,-0.22,-0.2,-0.46,-0.35
19700403,-0.56,-0.31,-0.4,0.03,-0.26,-0.89
19700406,-0.85,-0.98,-1.25,-0.53,-0.45,-1.17
19700407,-0.27,-0.43,-0.79,-0.55,-0.38,-0.19
19700408,-0.36,-0.34,-0.64,-0.15,-0.25,0.03
19700409,-0.92,-0.41,-0.51,-0.06,-0.15,0.16
19700410,-1.2,-0.64,-0.76,-0.69,-0.73,0.16
19700413,-1.67,-1.18,-1.75,-0.81,-0.39,-1.02
19700414,-1.23,-1.47,-1.43,-0.55,-0.55,-1.02
19700415,-0.73,-0.32,-0.36,-0.1,-0.3,-0.27
19700416,-1.77,-1.19,-1.47,-1.08,-0.99,-1.04
19700417,-0.36,-0.31,-0.97,-0.36,-0.41,-0.09
19700420,0.34,0.03,0.21,-0.04,0.11,0.4
19700421,-1.06,-0.55,-0.85,-0.32,-0.43,-0.66
19700422,-2.16,-1.73,-2.04,-1.09,-0.99,-1.76
19700423,-2.42,-2.05,-2.5,-1.68,-1.6,-1.42
19700424,-1.44,-0.81,-0.79,-0.78,-0.28,-0.31
19700427,-2.74,-2.4,-2.86,-1.86,-1.38,-1.81
19700428,-2.21,-1.9,-2.04,-1.31,-1.18,-1.67
19700429,3.2,1.46,2.28,1.8,1.29,2.91
19700430,-0.46,-0.09,-0.19,-0.26,-0.13,-0.66
19700501,0.07,-0.17,-0.22,-0.2,-0.11,-0.03
19700504,-3.27,-2.54,-2.88,-2.38,-1.77,-3.32
19700505,-1.19,-1.61,-1.86,-0.78,-1.07,-1.09
19700506,1.96,1.31,1.71,1.12,0.83,1.46
19700507,1.07,0.41,0.53,0.73,0.48,0.71
19700508,-0.7,-0.36,-0.39,-0.09,-0.69,-0.46
19700511,-1.58,-0.83,-0.98,-1.08,-0.96,-1.14
19700512,-1.27,-0.89,-1.15,-0.53,-0.61,-1.29
19700513,-2.24,-2.12,-2.02,-1.52,-1.37,-2.04
19700514,-2.16,-2.34,-2.65,-1.35,-1.47,-1.32
19700515,1.79,1.45,1.52,2.33,1.66,2.02
19700518,-0.08,0.26,0.35,0.01,0.4,0
19700519,-2.48,-1.58,-2.22,-1.43,-1.59,-2.59
19700520,-3.52,-2.75,-3.1,-2.16,-1.95,-3.31
19700521,-2.44,-2.65,-3.11,-2.07,-1.7,-1.85
19700522,-1.11,-0.87,-0.63,-0.45,-0.43,0.56
19700525,-5.54,-3.85,-4.57,-3.51,-2.49,-3.23
19700526,-1.51,-1.88,-1.93,-0.78,-1.02,-1.62
19700527,7.12,5.5,6.65,5.01,4.67,5.7
19700528,3.6,3,4.23,2.99,2.09,2.79
19700529,2.87,2.85,2.81,2.62,2.54,2.96
19700601,3.32,2.06,2.71,1.87,0.68,2.58
19700602,0.73,0.48,0.73,0.01,-0.03,0.03
19700603,2.01,1.68,1.83,1.13,0.68,1.29
19700604,-2.22,-1.47,-1.67,-1.85,-0.87,-1.97
19700605,-2,-1.73,-2.16,-1.75,-1.49,-1.58
19700608,0.21,0.14,0.14,0.58,0.08,-0.07
19700609,-0.15,0,0.18,0.1,-0.02,0.03
19700610,-1.02,-0.81,-1.02,-0.57,-0.94,-1.2
19700611,-1.55,-1.54,-1.82,-0.92,-1.09,-1.78
19700612,-0.8,-0.63,-0.56,-0.21,-0.59,-0.14
19700615,0.35,0.41,0.58,0.23,0.39,0.29
19700616,2.07,1.51,2.1,1.98,1.82,3.03
19700617,-0.5,-0.22,-0.25,-0.08,0.13,-0.66
19700618,0.06,0.11,0.45,0.19,0.4,1.06
19700619,0.57,0.54,0.46,0.97,0.71,0.57
19700622,-1.11,-0.61,-0.73,-0.7,-0.5,-0.6
19700623,-2.84,-2.09,-2.43,-2.21,-2.04,-3.06
19700624,-1.96,-1.7,-2.15,-0.64,-0.96,-1.21
19700625,-0.71,-0.39,-0.61,-0.08,-0.16,0.36
19700626,-1.03,-1,-0.9,-0.9,-0.71,-0.74
19700629,-1.19,-1.12,-0.98,-1.27,-0.59,-0.76
19700630,-0.63,-0.57,-0.76,-0.06,0.05,-0.5
19700701,-0.47,-0.26,-0.01,0.31,0.33,0.56
19700702,-0.9,-0.69,-0.65,-0.1,0.13,-0.49
19700706,-2.08,-1.59,-1.81,-1.63,-1.19,-1.83
19700707,-1.53,-0.88,-1.22,-1.05,-0.64,-0.88
19700708,1.67,1.41,1.79,2.37,2.12,2.89
19700709,1.98,1.7,2.07,1.85,1.63,1.42
19700710,0.53,0.56,1.04,0.61,1.08,0.46
19700713,0.54,0.14,0.27,0.42,0.02,-0.44
19700714,-0.54,-0.1,-0.34,-0.42,-0.2,0.13
19700715,0.68,0.55,0.99,1.05,1.16,0.92
19700716,1.1,1.24,0.99,1.74,1.5,1.13
19700717,1.68,2.03,1.54,2.47,1.55,1.5
19700720,0.23,0.73,0.67,0.38,0.31,-0.2
19700721,-1.02,-0.82,-1.15,-0.89,-1.08,-0.92
19700722,0.55,0.6,0.47,0.53,-0.08,0.07
19700723,0.92,0.49,1.14,1.39,1.48,1.08
19700724,0.06,0.44,0.38,-0.31,-0.15,-0.32
19700727,0.25,0.16,0.01,-0.24,-0.2,-0.19
19700728,0.76,0.1,0.5,-0.06,0.39,0.29
19700729,0.83,0.79,0.94,0.19,0.68,0.11
19700730,0.21,0.2,0.28,-0.03,-0.03,0.21
19700731,-0.13,0.14,0.26,-0.22,0.3,-0.32
19700803,-1.17,-1.04,-0.96,-0.91,-1.33,-1.23
19700804,0.19,-0.07,0.04,0.39,0.18,0.17
19700805,-0.11,-0.24,-0.01,0.12,-0.12,-0.05
19700806,-0.69,-0.32,-0.64,-0.31,-0.05,-0.11
19700807,0.41,0.18,0.03,0.74,0.48,-0.07
19700810,-1.61,-1.04,-1.37,-1.77,-1.26,-1.41
19700811,-0.77,-0.69,-0.68,-0.49,-0.45,-0.59
19700812,-0.22,-0.3,-0.43,-0.18,-0.14,-0.93
19700813,-0.84,-0.64,-0.69,-0.38,-0.68,-1.25
19700814,0.22,0.1,0.06,0.21,0.14,0.92
19700817,-0.24,-0.31,0.34,-0.16,0.21,0.41
19700818,0.61,0.78,0.42,1.3,1.18,1.03
19700819,0.35,0.69,0.53,1.42,1.18,0.56
19700820,0.19,0.18,-0.03,1,0.59,1.03
19700821,2.18,1.96,1.89,2.02,1.85,2.37
19700824,2.57,2.46,3.12,1.28,2.01,3.01
19700825,1.11,1.09,1.33,-0.14,0.26,0.59
19700826,1.68,1.07,1.19,0.36,0.3,0.1
19700827,0.37,0.47,0.9,-0.2,-0.13,-0.16
19700828,1.63,1.59,1.68,0.88,0.58,1.4
19700831,0.41,0.26,0.4,-0.35,-0.28,-0.5
19700901,-0.54,-0.53,-0.81,-0.48,-0.52,-0.77
19700902,0.67,0.32,-0.04,-0.04,-0.07,-0.01
19700903,1.48,1.36,2.02,1.59,1.22,1.64
19700904,2.17,1.49,1.56,1.3,0.86,1.03
19700908,0.85,1.07,1.09,0.44,0.34,0.26
19700909,-0.23,0.3,-0.26,-0.45,-0.16,-0.32
19700910,-0.16,-0.24,-0.18,-0.59,-0.57,-0.62
19700911,1.12,0.94,1.88,0.06,0.18,0.45
19700914,-0.82,-0.11,-0.31,-0.57,-0.26,-0.74
19700915,-1.41,-1.21,-1.4,-1.35,-1.09,-0.57
19700916,1.29,0.7,0.93,0.71,-0.05,1.03
19700917,1.53,1.48,1.65,0.86,0.42,0.96
19700918,1.36,0.94,0.95,0.6,0.14,0.56
19700921,-1.34,-0.88,-0.71,-1.13,-0.81,-0.68
19700922,-0.48,-0.26,-0.46,-0.21,-0.25,-0.41
19700923,1.73,1.46,1.67,1.4,1.38,1.31
19700924,2.89,2.65,2.96,1.87,0.7,1.63
19700925,0.56,0.14,0.47,0.14,0.01,0.25
19700928,0.43,0.57,0.77,-0.19,-0.01,-0.15
19700929,2.12,0.87,1.03,0.25,0.55,0.67
19700930,0.13,-0.12,-0.28,-0.27,0.1,-0.21
19701001,-0.27,-0.26,0.1,0.23,-0.11,0.4
19701002,1.45,1.37,1.38,0.92,0.89,1.2
19701005,1.32,1.28,1.44,1.56,0.87,1.99
19701006,-0.6,-0.34,-0.51,0.64,0.39,0.21
19701007,0.02,0.23,0.44,0.06,0.21,-0.27
19701008,-1.96,-1.26,-1.22,-1.34,-0.73,-1.31
19701009,-0.82,-0.55,-0.86,-0.86,-1.1,-0.94
19701012,-0.99,-0.9,-0.92,-0.63,-0.94,-1.17
19701013,-0.16,-0.09,-0.21,-0.27,-0.41,-0.06
19701014,0.11,0.14,-0.12,0.16,0.16,0.18
19701015,-0.12,0.03,0.12,0.59,0.84,0.07
19701016,-1.36,-1.1,-1.26,-0.58,-0.43,-0.51
19701019,-2.02,-1.72,-1.93,-1.55,-1.16,-1.43
19701020,0.14,0.18,0.25,0.1,0.56,0.94
19701021,-0.36,-0.34,-0.2,0.25,-0.1,-0.06
19701022,-0.61,-0.68,-0.79,-0.41,-0.32,-0.35
19701023,0.68,0.8,0.4,0.44,0.36,0.67
19701026,-0.52,-0.59,-0.25,-0.65,-0.4,-0.53
19701027,-0.81,-0.33,-0.55,-0.42,-0.27,-0.15
19701028,-0.29,-0.04,0.09,0.32,0.17,0.58
19701029,-0.59,-0.46,-0.62,-0.34,-0.06,-0.09
19701030,-0.55,-0.34,-0.3,-0.04,0.14,-0.17
19701102,0.32,0.05,0.58,-0.05,0.27,0.59
19701103,1.24,1.07,1.14,1.1,1.06,0.55
19701104,-0.2,0.07,-0.23,0.07,0.42,0.17
19701105,-0.52,-0.3,-0.27,-0.14,-0.15,-0.17
19701106,-0.27,-0.16,-0.24,0.2,0.03,0.31
19701109,0.34,0.57,0.48,0.62,0.28,0.69
19701110,0.03,0.02,0.27,0.24,0.22,0.11
19701111,0.14,0.18,0.37,0.36,0.57,-0.01
19701112,-1.88,-1.59,-1.79,-1.32,-0.63,-1.22
19701113,-1.28,-1.11,-1.18,-0.83,-1.01,-0.87
19701116,-0.74,-0.43,-0.41,-0.41,-0.43,0.3
19701117,-0.24,-0.29,-0.02,0.4,0.02,0.05
19701118,-1.72,-1.26,-1.32,-0.71,-0.53,-0.82
19701119,-0.5,-0.19,-0.28,0.05,0.09,0.26
19701120,0.98,0.81,0.97,0.85,0.93,1.17
19701123,0.13,0.36,0.37,0.46,0.87,0.65
19701124,0.24,0.54,0.22,0.79,0.47,0.72
19701125,0.17,0.54,0.39,0.46,0.5,0.36
19701127,0.83,0.91,0.94,0.97,0.96,1.13
19701130,2.62,2.36,2.49,1.92,1.83,1.25
19701201,0.25,0.28,0.3,0.67,0.39,0.15
19701202,1.16,1.29,1.41,0.98,1.16,1.45
19701203,0.26,0.79,0.53,0.6,0.56,0.39
19701204,0.94,0.48,0.52,0.5,0.57,0.61
19701207,0.64,0.73,0.7,0.14,0.28,0.94
19701208,-0.75,-0.44,-0.74,-0.54,-0.48,-0.4
19701209,-0.3,-0.05,-0.05,0.16,0.01,0.05
19701210,0.28,0.35,0.03,0.39,0.49,0.23
19701211,0.26,0.52,0.82,0.45,0.57,0.28
19701214,-1.17,-0.95,-0.93,-0.56,-0.2,-0.75
19701215,-0.29,-0.58,-0.16,-0.48,0.06,-0.24
19701216,0.22,0.24,0.37,0.07,0.04,0.22
19701217,0.47,0.3,0.44,0.46,0.33,0.25
19701218,0.17,0.62,0.43,-0.12,0.27,0.26
19701221,-0.3,0.1,-0.11,-0.2,-0.53,-0.1
19701222,0.18,0.41,0.33,0.17,0.33,-0.1
19701223,0.83,0.34,0.49,0.27,0.38,-0.19
19701224,2.21,1.36,1.4,0.8,0.48,0.69
19701228,0.77,0.72,0.82,0.53,0.46,0.61
19701229,2,1.45,1.68,1.53,0.91,1.09
19701230,-0.23,0.55,0.38,0.36,0.04,0.24
19701231,0.18,0.14,0.24,-0.17,-0.11,-0.08
19710104,-0.28,-0.27,-0.71,-0.77,-0.76,-1.41
19710105,1.81,1.41,1.31,0.95,0.65,0.71
19710106,2.03,1.63,1.14,0.94,0.64,0.57
19710107,0.18,0.19,0.15,-0.06,0.32,-0.15
19710108,-0.1,-0.02,-0.1,-0.04,-0.05,-0.28
19710111,0.36,0.26,0.11,-0.49,0.1,-0.17
19710112,1.72,1.62,1.7,0.83,0.7,1.06
19710113,0.17,0.28,0.35,-0.61,-0.11,0.04
19710114,0.5,0.42,0.26,0.71,0.37,0.01
19710115,0.87,0.59,0.63,0.23,0.35,0.18
19710118,0.79,0.74,0.37,0.34,0.63,0.05
19710119,0.12,0.06,0.44,0.29,0.38,0.23
19710120,0.52,0.1,0.56,0.15,-0.14,0.17
19710121,1.15,0.89,0.82,0.47,0.29,0.58
19710122,0.77,0.86,0.54,0.95,0.64,0.59
19710125,0.78,0.81,0.92,0.14,0.3,0.69
19710126,0.52,0.36,0.54,0.06,0.01,0.68
19710127,-0.94,-0.65,-0.63,-0.91,-0.64,-0.75
19710128,0.92,1,1.15,0.68,0.34,0.23
19710129,1.26,0.75,0.68,0.65,0.51,0.82
19710201,1.52,1.28,1.3,0.61,0.67,0.58
19710202,0.18,-0.02,0.3,-0.27,-0.18,0.42
19710203,1.24,0.88,0.71,-0.11,0.28,0.34
19710204,0.79,0.21,0.2,0.29,-0.14,0.35
19710205,0.58,0.74,0.87,0.52,0.27,0.57
19710208,1.55,1.48,1.43,0.86,0.42,0.54
19710209,-0.49,-0.16,-0.14,-0.09,0.14,-0.02
19710210,-0.21,-0.26,-0.16,0,-0.07,-0.1
19710211,1.09,0.88,0.52,0.56,0.48,0.5
19710212,1.21,0.85,1.13,0.61,0.51,0.48
19710216,0.36,0.16,0.44,0.53,0.29,0.08
19710217,-0.63,-0.49,-0.49,0.17,-0.58,-0.6
19710218,-1.11,-0.84,-0.66,-0.54,-0.33,-0.95
19710219,-1.65,-1.44,-1.2,-1.06,-0.83,-0.82
19710222,-2.28,-1.74,-1.44,-0.99,-1.14,-0.74
19710223,1.41,0.93,0.76,0.38,0.21,0.7
19710224,1.17,1.34,1.34,0.48,0.75,0.75
19710225,-0.25,0.09,0.14,0.21,0.44,-0.01
19710226,-0.66,-0.68,-0.35,-0.5,-0.3,-0.02
19710301,0.73,0.47,0.41,0.25,0.19,0.39
19710302,0.44,0.28,0.44,0.2,0.02,-0.08
19710303,0.13,0.49,0.11,-0.11,0.01,0
19710304,1.44,1.23,1.63,1.13,0.96,1.11
19710305,1.42,1.18,1.43,1.43,0.68,1.28
19710308,0.82,0.96,0.96,0.17,0.44,0.53
19710309,0.61,0.4,0.43,-0.11,0.2,0.13
19710310,-0.26,-0.01,0.25,-0.32,-0.28,0.06
19710311,-0.68,-0.19,-0.42,0.18,-0.09,0.1
19710312,-0.06,0.01,-0.04,-0.09,0.13,0.4
19710315,1.54,1.18,1.45,1.18,0.77,1.45
19710316,0.16,0.29,0.35,0.5,0.49,0.53
19710317,-0.22,-0.04,0.23,0.08,-0.05,0.03
19710318,0.32,0.61,0.38,-0.11,0.16,0.03
19710319,-0.44,-0.08,-0.05,-0.42,-0.21,0.01
19710322,-0.94,-0.34,-0.43,-0.28,-0.32,-0.42
19710323,-0.02,-0.14,-0.16,-0.03,-0.4,-0.41
19710324,-0.53,-0.65,-0.73,-0.92,-0.43,-0.61
19710325,0.17,-0.1,-0.03,-0.13,0.19,-0.06
19710326,0.53,0.29,0.84,0.52,0.29,0.39
19710329,0.06,-0.37,-0.24,0.02,0.33,-0.04
19710330,0.06,0,0.19,0.42,0.24,0.1
19710331,0.14,0.24,0.46,0,0.11,0.02
19710401,-0.09,0.01,0.1,0.09,-0.07,0.17
19710402,0.02,0.33,0.45,0.18,0.09,0.29
19710405,0.54,0.1,0.02,0.35,0.16,0.19
19710406,0.52,0.43,0.45,0.71,0.72,0.54
19710407,0.57,0.64,0.39,0.76,0.47,0.26
19710408,0.28,0.23,0.32,0.02,0.34,0
19710412,0.56,0.62,0.48,0.52,0.77,0.79
19710413,-0.09,0.12,0.25,0.19,-0.02,0.06
19710414,0.95,0.5,0.44,0.33,0.41,0.27
19710415,0.4,-0.01,-0.03,0.58,0.35,-0.1
19710416,-0.11,0.04,0.03,0.3,0.09,-0.17
19710419,0.18,0.13,0.09,0.86,0.31,0.43
19710420,-1.37,-0.84,-0.73,-0.59,-0.56,-0.25
19710421,-0.14,-0.2,-0.33,-0.21,-0.31,-0.2
19710422,0.6,0.51,0.29,0.47,0.15,0.3
19710423,0.83,0.49,0.72,0.66,0.29,0.63
19710426,0.8,0.44,0.38,-0.02,0,-0.1
19710427,0.61,0.49,0.56,0.26,0.13,0.79
19710428,0.79,0.28,0.04,0.13,0.28,0.5
19710429,-0.68,-0.59,-0.82,-0.23,-0.27,-0.11
19710430,-0.56,-0.59,-0.4,-0.72,-0.41,-0.8
19710503,-0.29,-0.53,-0.3,-0.75,-0.64,-0.48
19710504,1.23,0.42,0.68,0.15,0.52,0.8
19710505,-0.12,-0.16,0.01,0.1,-0.06,0.05
19710506,-0.98,-0.93,-0.95,-0.79,-0.38,-0.53
19710507,-0.21,-0.56,-0.51,-0.39,-0.14,-0.34
19710510,-0.79,-0.6,-0.68,-0.48,-0.41,-0.54
19710511,0.36,0.3,0.36,0.38,0.45,0.11
19710512,0.09,0.15,0.23,0.36,0.27,0.17
19710513,-0.56,-0.14,0.05,-0.3,-0.11,-0.19
19710514,-0.46,-0.12,-0.2,-0.12,-0.43,-0.51
19710517,-2.2,-1.73,-1.94,-1.84,-1.4,-1.39
19710518,0.02,-0.16,-0.26,-0.02,0.07,0.25
19710519,0.14,0.13,0.07,0.06,0.05,0.51
19710520,0.36,0.33,0.17,-0.04,0.17,0.43
19710521,-0.71,-0.26,-0.13,-0.42,-0.23,-0.38
19710524,-1.24,-0.86,-0.68,-1.1,-0.5,-0.98
19710525,-0.63,-0.79,-0.67,-0.7,-0.7,-0.56
19710526,0.39,-0.03,0.14,0.3,0.05,0.22
19710527,-0.3,-0.03,0.06,0.12,-0.2,-0.12
19710528,0.47,0.5,0.55,0.39,0.55,-0.05
19710601,0.69,0.56,0.62,0.73,0.48,0.7
19710602,1.17,0.93,1.64,0.87,0.81,0.78
19710603,0.38,0.68,0.73,0.46,0.17,-0.04
19710604,0.14,0.32,0.35,0.13,0.08,0.44
19710607,-0.31,-0.08,0.19,-0.22,0.05,-0.28
19710608,-1.32,-0.72,-0.82,-0.73,-0.64,-0.86
19710609,-0.22,-0.36,-0.27,-0.2,0,0.05
19710610,0.12,0.27,0.01,0.13,0.36,0.34
19710611,0.1,-0.07,0.08,0.58,0.43,0.31
19710614,-1.12,-1.06,-0.75,-0.6,-0.66,-1.01
19710615,-0.42,-0.28,-0.39,0.09,-0.07,0.28
19710616,-0.07,-0.15,-0.05,-0.13,0.11,0.43
19710617,-0.2,-0.3,-0.38,-0.18,0.13,-0.07
19710618,-2.61,-1.95,-2.14,-1.97,-1.38,-1.33
19710621,-2.05,-1.67,-1.59,-1.34,-1.03,-1.26
19710622,-0.24,-0.37,-0.42,-0.19,-0.27,-0.29
19710623,1.27,1.06,1.19,0.88,0.78,0.85
19710624,-0.26,-0.05,0.14,-0.09,0,-0.37
19710625,-0.1,-0.15,0.18,-0.01,-0.19,-0.29
19710628,-0.31,-0.22,-0.05,-0.21,-0.17,-0.44
19710629,1.65,1.29,1.24,1.13,1.07,1.12
19710630,1.05,1.13,0.9,0.77,1.07,0.95
19710701,0.12,0.38,0.07,0.18,0.07,0.13
19710702,0.12,0.2,0.12,-0.05,0.05,0.04
19710706,0.27,0.36,0.4,-0.02,0.19,-0.07
19710707,0.72,0.57,0.65,0.27,0.52,0.17
19710708,-0.09,0.06,0.46,0.35,0.58,0.15
19710709,0.21,0.3,0.56,0.24,0.37,0.38
